Student_Answer_Id,Exam_Id,Student_Id,Course_Id,Student_Answer_txt,Student_Question_Grade
205,1,94,1,C,0
206,1,95,1,C,0
207,1,96,1,B,0
208,1,125,1,B,0
209,1,126,1,A,3
210,1,127,1,C,0
211,1,156,1,C,0
212,1,157,1,B,0
213,1,158,1,B,0
214,1,187,1,D,0
215,1,188,1,B,0
216,1,189,1,A,3
217,1,218,1,A,3
218,1,219,1,ABSENT,0
219,1,220,1,D,0
220,1,249,1,D,0
221,1,250,1,A,3
222,1,251,1,A,3
223,1,280,1,D,0
224,1,281,1,B,0
225,1,282,1,B,0
226,1,311,1,C,0
227,1,312,1,B,0
228,1,313,1,B,0
229,1,342,1,D,0
230,1,343,1,C,0
231,1,344,1,D,0
232,1,374,1,A,3
233,1,375,1,D,0
234,1,376,1,B,0
235,1,1,1,C,0
236,1,2,1,B,0
237,1,3,1,B,0
238,1,32,1,D,0
239,1,33,1,A,3
240,1,34,1,D,0
241,1,63,1,D,0
242,1,64,1,B,0
243,1,65,1,C,0
244,1,94,1,D,0
245,1,95,1,C,0
246,1,96,1,D,0
247,1,125,1,A,3
248,1,126,1,A,3
249,1,127,1,B,0
250,1,156,1,A,3
251,1,157,1,A,3
252,1,158,1,D,0
253,1,187,1,A,3
254,1,188,1,C,0
255,1,189,1,A,3
256,1,218,1,C,0
257,1,219,1,ABSENT,0
258,1,220,1,A,3
259,1,249,1,C,0
260,1,250,1,D,0
261,1,251,1,B,0
262,1,280,1,B,0
263,1,281,1,A,3
264,1,282,1,D,0
265,1,311,1,A,3
266,1,312,1,C,0
267,1,313,1,B,0
268,1,342,1,C,0
269,1,343,1,A,3
270,1,344,1,A,3
271,1,374,1,A,3
272,1,375,1,A,3
273,1,376,1,B,0
274,1,1,1,B,0
275,1,2,1,B,0
276,1,3,1,B,0
277,1,32,1,B,0
278,1,33,1,B,0
279,1,34,1,C,0
280,1,63,1,C,0
281,1,64,1,B,0
282,1,65,1,D,0
283,1,94,1,D,0
284,1,95,1,B,0
285,1,96,1,B,0
286,1,125,1,A,3
287,1,126,1,B,0
288,1,127,1,A,3
289,1,156,1,D,0
290,1,157,1,D,0
291,1,158,1,A,3
292,1,187,1,A,3
293,1,188,1,B,0
294,1,189,1,B,0
295,1,218,1,B,0
296,1,219,1,ABSENT,0
297,1,220,1,A,3
298,1,249,1,A,3
299,1,250,1,B,0
300,1,251,1,C,0
301,1,280,1,D,0
302,1,281,1,B,0
303,1,282,1,D,0
304,1,311,1,D,0
305,1,312,1,B,0
306,1,313,1,B,0
307,1,342,1,B,0
308,1,343,1,A,3
309,1,344,1,A,3
310,1,374,1,A,3
311,1,375,1,C,0
312,1,376,1,B,0
313,1,1,1,A,3
314,1,2,1,D,0
315,1,3,1,C,0
316,1,32,1,D,0
317,1,33,1,A,3
318,1,34,1,A,3
319,1,63,1,A,3
320,1,64,1,A,3
321,1,65,1,A,3
322,1,94,1,A,3
323,1,95,1,B,0
324,1,96,1,A,3
325,1,125,1,B,0
326,1,126,1,D,0
327,1,127,1,B,0
328,1,156,1,A,3
329,1,157,1,A,3
330,1,158,1,D,0
331,1,187,1,A,3
332,1,188,1,B,0
333,1,189,1,D,0
334,1,218,1,A,3
335,1,219,1,ABSENT,0
336,1,220,1,C,0
337,1,249,1,D,0
338,1,250,1,B,0
339,1,251,1,D,0
340,1,280,1,B,0
341,1,281,1,C,0
342,1,282,1,D,0
343,1,311,1,A,3
344,1,312,1,A,3
345,1,313,1,B,0
346,1,342,1,C,0
347,1,343,1,D,0
348,1,344,1,B,0
349,1,374,1,B,0
350,1,375,1,B,0
351,1,376,1,B,0
352,1,1,1,C,0
353,1,2,1,A,3
354,1,3,1,B,0
355,1,32,1,D,0
356,1,33,1,D,0
357,1,34,1,D,0
358,1,63,1,D,0
359,1,64,1,A,3
360,1,65,1,B,0
361,1,94,1,B,0
362,1,95,1,C,0
363,1,96,1,A,3
364,1,125,1,B,0
365,1,126,1,B,0
366,1,127,1,C,0
367,1,156,1,C,0
368,1,157,1,B,0
369,1,158,1,D,0
370,1,187,1,D,0
371,1,188,1,A,3
372,1,189,1,B,0
373,1,218,1,C,0
374,1,219,1,ABSENT,0
375,1,220,1,A,3
376,1,249,1,C,0
377,1,250,1,A,3
378,1,251,1,C,0
379,1,280,1,B,0
380,1,281,1,A,3
381,1,282,1,B,0
382,1,311,1,B,0
383,1,312,1,D,0
384,1,313,1,C,0
385,1,342,1,C,0
386,1,343,1,C,0
387,1,344,1,D,0
388,1,374,1,C,0
389,1,375,1,C,0
390,1,376,1,A,3
391,1,1,1,Detailed answer explaining the concept.,5
392,1,2,1,Detailed answer explaining the concept.,5
393,1,3,1,Detailed answer explaining the concept.,5
394,1,32,1,Detailed answer explaining the concept.,5
395,1,33,1,Detailed answer explaining the concept.,5
396,1,34,1,Detailed answer explaining the concept.,5
397,1,63,1,Detailed answer explaining the concept.,5
398,1,64,1,Detailed answer explaining the concept.,5
399,1,65,1,Detailed answer explaining the concept.,5
400,1,94,1,Detailed answer explaining the concept.,5
401,1,95,1,Detailed answer explaining the concept.,5
402,1,96,1,Detailed answer explaining the concept.,5
403,1,125,1,Detailed answer explaining the concept.,5
404,1,126,1,Detailed answer explaining the concept.,5
405,1,127,1,Detailed answer explaining the concept.,5
406,1,156,1,Detailed answer explaining the concept.,5
407,1,157,1,Detailed answer explaining the concept.,5
408,1,158,1,Detailed answer explaining the concept.,5
409,1,187,1,Detailed answer explaining the concept.,5
410,1,188,1,Detailed answer explaining the concept.,5
411,1,189,1,Detailed answer explaining the concept.,5
412,1,218,1,Detailed answer explaining the concept.,5
413,1,219,1,ABSENT,0
414,1,220,1,Detailed answer explaining the concept.,5
415,1,249,1,Detailed answer explaining the concept.,5
416,1,250,1,Detailed answer explaining the concept.,5
417,1,251,1,Detailed answer explaining the concept.,5
418,1,280,1,Detailed answer explaining the concept.,5
419,1,281,1,Detailed answer explaining the concept.,5
420,1,282,1,Detailed answer explaining the concept.,5
421,1,311,1,Detailed answer explaining the concept.,5
422,1,312,1,Detailed answer explaining the concept.,5
423,1,313,1,Detailed answer explaining the concept.,5
424,1,342,1,Detailed answer explaining the concept.,5
425,1,343,1,Detailed answer explaining the concept.,5
426,1,344,1,Detailed answer explaining the concept.,5
427,1,374,1,Detailed answer explaining the concept.,5
428,1,375,1,Detailed answer explaining the concept.,5
429,1,376,1,Detailed answer explaining the concept.,5
430,1,1,1,Detailed answer explaining the concept.,5
431,1,2,1,Detailed answer explaining the concept.,5
432,1,3,1,Detailed answer explaining the concept.,5
433,1,32,1,Detailed answer explaining the concept.,5
434,1,33,1,Detailed answer explaining the concept.,5
435,1,34,1,Detailed answer explaining the concept.,5
436,1,63,1,Detailed answer explaining the concept.,5
437,1,64,1,Detailed answer explaining the concept.,5
438,1,65,1,Detailed answer explaining the concept.,5
439,1,94,1,Detailed answer explaining the concept.,5
440,1,95,1,Detailed answer explaining the concept.,5
441,1,96,1,Detailed answer explaining the concept.,5
442,1,125,1,Detailed answer explaining the concept.,5
443,1,126,1,Detailed answer explaining the concept.,5
444,1,127,1,Detailed answer explaining the concept.,5
445,1,156,1,Detailed answer explaining the concept.,5
446,1,157,1,Detailed answer explaining the concept.,5
447,1,158,1,Detailed answer explaining the concept.,5
448,1,187,1,Detailed answer explaining the concept.,5
449,1,188,1,Detailed answer explaining the concept.,5
450,1,189,1,Detailed answer explaining the concept.,5
451,1,218,1,Detailed answer explaining the concept.,5
452,1,219,1,ABSENT,0
453,1,220,1,Detailed answer explaining the concept.,5
454,1,249,1,Detailed answer explaining the concept.,5
455,1,250,1,Detailed answer explaining the concept.,5
456,1,251,1,Detailed answer explaining the concept.,5
457,1,280,1,Detailed answer explaining the concept.,5
458,1,281,1,Detailed answer explaining the concept.,5
459,1,282,1,Detailed answer explaining the concept.,5
460,1,311,1,Detailed answer explaining the concept.,5
461,1,312,1,Detailed answer explaining the concept.,5
462,1,313,1,Detailed answer explaining the concept.,5
463,1,342,1,Detailed answer explaining the concept.,5
464,1,343,1,Detailed answer explaining the concept.,5
465,1,344,1,Detailed answer explaining the concept.,5
466,1,374,1,Detailed answer explaining the concept.,5
467,1,375,1,Detailed answer explaining the concept.,5
468,1,376,1,Detailed answer explaining the concept.,5
469,1,1,1,Detailed answer explaining the concept.,5
470,1,2,1,Detailed answer explaining the concept.,5
471,1,3,1,Detailed answer explaining the concept.,5
472,1,32,1,Detailed answer explaining the concept.,5
473,1,33,1,Detailed answer explaining the concept.,5
474,1,34,1,Detailed answer explaining the concept.,5
475,1,63,1,Detailed answer explaining the concept.,5
476,1,64,1,Detailed answer explaining the concept.,5
477,1,65,1,Detailed answer explaining the concept.,5
478,1,94,1,Detailed answer explaining the concept.,5
479,1,95,1,Detailed answer explaining the concept.,5
480,1,96,1,Detailed answer explaining the concept.,5
481,1,125,1,Detailed answer explaining the concept.,5
482,1,126,1,Detailed answer explaining the concept.,5
483,1,127,1,Detailed answer explaining the concept.,5
484,1,156,1,Detailed answer explaining the concept.,5
485,1,157,1,Detailed answer explaining the concept.,5
486,1,158,1,Detailed answer explaining the concept.,5
487,1,187,1,Detailed answer explaining the concept.,5
488,1,188,1,Detailed answer explaining the concept.,5
489,1,189,1,Detailed answer explaining the concept.,5
490,1,218,1,Detailed answer explaining the concept.,5
491,1,219,1,ABSENT,0
492,1,220,1,Detailed answer explaining the concept.,5
493,1,249,1,Detailed answer explaining the concept.,5
494,1,250,1,Detailed answer explaining the concept.,5
495,1,251,1,Detailed answer explaining the concept.,5
496,1,280,1,Detailed answer explaining the concept.,5
497,1,281,1,Detailed answer explaining the concept.,5
498,1,282,1,Detailed answer explaining the concept.,5
499,1,311,1,Detailed answer explaining the concept.,5
500,1,312,1,Detailed answer explaining the concept.,5
501,1,313,1,Detailed answer explaining the concept.,5
502,1,342,1,Detailed answer explaining the concept.,5
503,1,343,1,Detailed answer explaining the concept.,5
504,1,344,1,Detailed answer explaining the concept.,5
505,1,374,1,Detailed answer explaining the concept.,5
506,1,375,1,Detailed answer explaining the concept.,5
507,1,376,1,Detailed answer explaining the concept.,5
508,1,1,1,Detailed answer explaining the concept.,5
509,1,2,1,Detailed answer explaining the concept.,5
510,1,3,1,Detailed answer explaining the concept.,5
511,1,32,1,Detailed answer explaining the concept.,5
512,1,33,1,Detailed answer explaining the concept.,5
513,1,34,1,Detailed answer explaining the concept.,5
514,1,63,1,Detailed answer explaining the concept.,5
515,1,64,1,Detailed answer explaining the concept.,5
516,1,65,1,Detailed answer explaining the concept.,5
517,1,94,1,Detailed answer explaining the concept.,5
518,1,95,1,Detailed answer explaining the concept.,5
519,1,96,1,Detailed answer explaining the concept.,5
520,1,125,1,Detailed answer explaining the concept.,5
521,1,126,1,Detailed answer explaining the concept.,5
522,1,127,1,Detailed answer explaining the concept.,5
523,1,156,1,Detailed answer explaining the concept.,5
524,1,157,1,Detailed answer explaining the concept.,5
525,1,158,1,Detailed answer explaining the concept.,5
526,1,187,1,Detailed answer explaining the concept.,5
527,1,188,1,Detailed answer explaining the concept.,5
528,1,189,1,Detailed answer explaining the concept.,5
529,1,218,1,Detailed answer explaining the concept.,5
530,1,219,1,ABSENT,0
531,1,220,1,Detailed answer explaining the concept.,5
532,1,249,1,Detailed answer explaining the concept.,5
533,1,250,1,Detailed answer explaining the concept.,5
534,1,251,1,Detailed answer explaining the concept.,5
535,1,280,1,Detailed answer explaining the concept.,5
536,1,281,1,Detailed answer explaining the concept.,5
537,1,282,1,Detailed answer explaining the concept.,5
538,1,311,1,Detailed answer explaining the concept.,5
539,1,312,1,Detailed answer explaining the concept.,5
540,1,313,1,Detailed answer explaining the concept.,5
541,1,342,1,Detailed answer explaining the concept.,5
542,1,343,1,Detailed answer explaining the concept.,5
543,1,344,1,Detailed answer explaining the concept.,5
544,1,374,1,Detailed answer explaining the concept.,5
545,1,375,1,Detailed answer explaining the concept.,5
546,1,376,1,Detailed answer explaining the concept.,5
547,1,1,1,Detailed answer explaining the concept.,5
548,1,2,1,Detailed answer explaining the concept.,5
549,1,3,1,Detailed answer explaining the concept.,5
550,1,32,1,Detailed answer explaining the concept.,5
551,1,33,1,Detailed answer explaining the concept.,5
552,1,34,1,Detailed answer explaining the concept.,5
553,1,63,1,Detailed answer explaining the concept.,5
554,1,64,1,Detailed answer explaining the concept.,5
555,1,65,1,Detailed answer explaining the concept.,5
556,1,94,1,Detailed answer explaining the concept.,5
557,1,95,1,Detailed answer explaining the concept.,5
558,1,96,1,Detailed answer explaining the concept.,5
559,1,125,1,Detailed answer explaining the concept.,5
560,1,126,1,Detailed answer explaining the concept.,5
561,1,127,1,Detailed answer explaining the concept.,5
562,1,156,1,Detailed answer explaining the concept.,5
563,1,157,1,Detailed answer explaining the concept.,5
564,1,158,1,Detailed answer explaining the concept.,5
565,1,187,1,Detailed answer explaining the concept.,5
566,1,188,1,Detailed answer explaining the concept.,5
567,1,189,1,Detailed answer explaining the concept.,5
568,1,218,1,Detailed answer explaining the concept.,5
569,1,219,1,ABSENT,0
570,1,220,1,Detailed answer explaining the concept.,5
571,1,249,1,Detailed answer explaining the concept.,5
572,1,250,1,Detailed answer explaining the concept.,5
573,1,251,1,Detailed answer explaining the concept.,5
574,1,280,1,Detailed answer explaining the concept.,5
575,1,281,1,Detailed answer explaining the concept.,5
576,1,282,1,Detailed answer explaining the concept.,5
577,1,311,1,Detailed answer explaining the concept.,5
578,1,312,1,Detailed answer explaining the concept.,5
579,1,313,1,Detailed answer explaining the concept.,5
580,1,342,1,Detailed answer explaining the concept.,5
581,1,343,1,Detailed answer explaining the concept.,5
582,1,344,1,Detailed answer explaining the concept.,5
583,1,374,1,Detailed answer explaining the concept.,5
584,1,375,1,Detailed answer explaining the concept.,5
585,1,376,1,Detailed answer explaining the concept.,5
586,2,1,1,FALSE,0
587,2,2,1,TRUE,1
588,2,3,1,TRUE,1
589,2,32,1,FALSE,0
590,2,33,1,FALSE,0
591,2,34,1,TRUE,1
592,2,63,1,TRUE,1
593,2,64,1,FALSE,0
594,2,65,1,TRUE,1
595,2,94,1,TRUE,1
596,2,95,1,FALSE,0
597,2,96,1,TRUE,1
598,2,125,1,FALSE,0
599,2,126,1,TRUE,1
600,2,127,1,FALSE,0
601,2,156,1,TRUE,1
602,2,157,1,FALSE,0
603,2,158,1,TRUE,1
604,2,187,1,TRUE,1
605,2,188,1,TRUE,1
606,2,189,1,FALSE,0
607,2,218,1,TRUE,1
608,2,219,1,ABSENT,0
609,2,220,1,TRUE,1
610,2,249,1,TRUE,1
611,2,250,1,TRUE,1
612,2,251,1,TRUE,1
613,2,280,1,FALSE,0
614,2,281,1,FALSE,0
615,2,282,1,TRUE,1
616,2,311,1,FALSE,0
617,2,312,1,TRUE,1
618,2,313,1,FALSE,0
619,2,342,1,FALSE,0
620,2,343,1,FALSE,0
621,2,344,1,FALSE,0
622,2,374,1,FALSE,0
623,2,375,1,FALSE,0
624,2,376,1,TRUE,1
625,2,1,1,TRUE,0
626,2,2,1,TRUE,0
627,2,3,1,FALSE,1
628,2,32,1,FALSE,1
629,2,33,1,FALSE,1
630,2,34,1,FALSE,1
631,2,63,1,TRUE,0
632,2,64,1,FALSE,1
633,2,65,1,FALSE,1
634,2,94,1,FALSE,1
635,2,95,1,FALSE,1
636,2,96,1,TRUE,0
637,2,125,1,FALSE,1
638,2,126,1,FALSE,1
639,2,127,1,TRUE,0
640,2,156,1,FALSE,1
641,2,157,1,FALSE,1
642,2,158,1,TRUE,0
643,2,187,1,TRUE,0
644,2,188,1,TRUE,0
645,2,189,1,FALSE,1
646,2,218,1,TRUE,0
647,2,219,1,ABSENT,0
648,2,220,1,TRUE,0
649,2,249,1,FALSE,1
650,2,250,1,FALSE,1
651,2,251,1,TRUE,0
652,2,280,1,FALSE,1
653,2,281,1,FALSE,1
654,2,282,1,TRUE,0
655,2,311,1,FALSE,1
656,2,312,1,FALSE,1
657,2,313,1,FALSE,1
658,2,342,1,TRUE,0
659,2,343,1,TRUE,0
660,2,344,1,FALSE,1
661,2,374,1,TRUE,0
662,2,375,1,TRUE,0
663,2,376,1,FALSE,1
664,2,1,1,TRUE,1
665,2,2,1,TRUE,1
666,2,3,1,TRUE,1
667,2,32,1,TRUE,1
668,2,33,1,FALSE,0
669,2,34,1,FALSE,0
670,2,63,1,TRUE,1
671,2,64,1,FALSE,0
672,2,65,1,TRUE,1
673,2,94,1,FALSE,0
674,2,95,1,FALSE,0
675,2,96,1,TRUE,1
676,2,125,1,FALSE,0
677,2,126,1,FALSE,0
678,2,127,1,FALSE,0
679,2,156,1,TRUE,1
680,2,157,1,TRUE,1
681,2,158,1,TRUE,1
682,2,187,1,FALSE,0
683,2,188,1,TRUE,1
684,2,189,1,FALSE,0
685,2,218,1,TRUE,1
686,2,219,1,ABSENT,0
687,2,220,1,TRUE,1
688,2,249,1,TRUE,1
689,2,250,1,TRUE,1
690,2,251,1,FALSE,0
691,2,280,1,FALSE,0
692,2,281,1,TRUE,1
693,2,282,1,TRUE,1
694,2,311,1,TRUE,1
695,2,312,1,TRUE,1
696,2,313,1,TRUE,1
697,2,342,1,FALSE,0
698,2,343,1,FALSE,0
699,2,344,1,TRUE,1
700,2,374,1,TRUE,1
701,2,375,1,TRUE,1
702,2,376,1,TRUE,1
703,2,1,1,TRUE,0
704,2,2,1,TRUE,0
705,2,3,1,FALSE,1
706,2,32,1,TRUE,0
707,2,33,1,FALSE,1
708,2,34,1,FALSE,1
709,2,63,1,TRUE,0
710,2,64,1,FALSE,1
711,2,65,1,TRUE,0
712,2,94,1,TRUE,0
713,2,95,1,TRUE,0
714,2,96,1,FALSE,1
715,2,125,1,FALSE,1
716,2,126,1,TRUE,0
717,2,127,1,FALSE,1
718,2,156,1,TRUE,0
719,2,157,1,FALSE,1
720,2,158,1,TRUE,0
721,2,187,1,TRUE,0
722,2,188,1,TRUE,0
723,2,189,1,TRUE,0
724,2,218,1,TRUE,0
725,2,219,1,ABSENT,0
726,2,220,1,TRUE,0
727,2,249,1,TRUE,0
728,2,250,1,TRUE,0
729,2,251,1,TRUE,0
730,2,280,1,FALSE,1
731,2,281,1,TRUE,0
732,2,282,1,TRUE,0
733,2,311,1,FALSE,1
734,2,312,1,TRUE,0
735,2,313,1,TRUE,0
736,2,342,1,FALSE,1
737,2,343,1,TRUE,0
738,2,344,1,FALSE,1
739,2,374,1,TRUE,0
740,2,375,1,FALSE,1
741,2,376,1,FALSE,1
742,2,1,1,FALSE,0
743,2,2,1,TRUE,1
744,2,3,1,TRUE,1
745,2,32,1,FALSE,0
746,2,33,1,FALSE,0
747,2,34,1,FALSE,0
748,2,63,1,TRUE,1
749,2,64,1,TRUE,1
750,2,65,1,TRUE,1
751,2,94,1,FALSE,0
752,2,95,1,FALSE,0
753,2,96,1,TRUE,1
754,2,125,1,TRUE,1
755,2,126,1,FALSE,0
756,2,127,1,FALSE,0
757,2,156,1,TRUE,1
758,2,157,1,TRUE,1
759,2,158,1,TRUE,1
760,2,187,1,TRUE,1
761,2,188,1,TRUE,1
762,2,189,1,FALSE,0
763,2,218,1,FALSE,0
764,2,219,1,ABSENT,0
765,2,220,1,TRUE,1
766,2,249,1,FALSE,0
767,2,250,1,TRUE,1
768,2,251,1,TRUE,1
769,2,280,1,TRUE,1
770,2,281,1,FALSE,0
771,2,282,1,TRUE,1
772,2,311,1,TRUE,1
773,2,312,1,TRUE,1
774,2,313,1,TRUE,1
775,2,342,1,TRUE,1
776,2,343,1,TRUE,1
777,2,344,1,TRUE,1
778,2,374,1,FALSE,0
779,2,375,1,TRUE,1
780,2,376,1,FALSE,0
781,2,1,1,D,0
782,2,2,1,A,3
783,2,3,1,B,0
784,2,32,1,B,0
785,2,33,1,B,0
786,2,34,1,A,3
787,2,63,1,A,3
788,2,64,1,C,0
789,2,65,1,B,0
790,2,94,1,A,3
791,2,95,1,A,3
792,2,96,1,C,0
793,2,125,1,D,0
794,2,126,1,A,3
795,2,127,1,C,0
796,2,156,1,D,0
797,2,157,1,A,3
798,2,158,1,C,0
799,2,187,1,D,0
800,2,188,1,B,0
801,2,189,1,D,0
802,2,218,1,B,0
803,2,219,1,ABSENT,0
804,2,220,1,B,0
805,2,249,1,D,0
806,2,250,1,C,0
807,2,251,1,C,0
808,2,280,1,A,3
809,2,281,1,C,0
810,2,282,1,B,0
811,2,311,1,D,0
812,2,312,1,B,0
813,2,313,1,B,0
814,2,342,1,B,0
815,2,343,1,B,0
816,2,344,1,B,0
817,2,374,1,B,0
818,2,375,1,A,3
819,2,376,1,C,0
820,2,1,1,D,0
821,2,2,1,B,0
822,2,3,1,A,3
823,2,32,1,B,0
824,2,33,1,C,0
825,2,34,1,C,0
826,2,63,1,C,0
827,2,64,1,B,0
828,2,65,1,D,0
829,2,94,1,A,3
830,2,95,1,D,0
831,2,96,1,C,0
832,2,125,1,C,0
833,2,126,1,C,0
834,2,127,1,A,3
835,2,156,1,B,0
836,2,157,1,D,0
837,2,158,1,B,0
838,2,187,1,A,3
839,2,188,1,C,0
840,2,189,1,D,0
841,2,218,1,C,0
842,2,219,1,ABSENT,0
843,2,220,1,C,0
844,2,249,1,C,0
845,2,250,1,A,3
846,2,251,1,B,0
847,2,280,1,A,3
848,2,281,1,D,0
849,2,282,1,C,0
850,2,311,1,C,0
851,2,312,1,D,0
852,2,313,1,C,0
853,2,342,1,B,0
854,2,343,1,D,0
855,2,344,1,A,3
856,2,374,1,B,0
857,2,375,1,B,0
858,2,376,1,D,0
859,2,1,1,B,0
860,2,2,1,D,0
861,2,3,1,D,0
862,2,32,1,A,3
863,2,33,1,A,3
864,2,34,1,D,0
865,2,63,1,A,3
866,2,64,1,B,0
